customer_id,customer_name,area,registration_date,customer_segment,total_orders,avg_order_value
92038780,Geetika Bansal,Pallavaram,2023-08,Premium,12,445.0
63376126,Michael Pall,Kollam,2024-10,Inactive,2,1176.22
62816600,Gagan Kumar,Kavali,2024-04,Inactive,2,1790.22
25713335,Ojas Sridhar,Chennai,2024-02,New,16,1362.71
58111297,Chasmum Mutti,Sambalpur,2023-08,Regular,20,1149.62
22571994,Lakshit Bassi,Bihar Sharif,2024-07,Regular,2,912.9
47711422,Meghana Varkey,Bhatpara,2023-10,Inactive,20,1234.7
35885052,Aadhya Ravi,Bhiwandi,2023-09,Inactive,1,1838.87
51503088,Arin More,Kumbakonam,2024-02,New,20,1651.36
47043878,Frado Batra,Bilaspur,2024-06,Premium,18,1411.67
72495274,Vasatika Amble,Aizawl,2024-01,New,11,1364.51
6081270,Caleb Sane,Gaya,2024-08,Inactive,15,969.51
38048329,Harrison Loyal,Pali,2024-10,New,1,904.76
69089982,Daniel Reddy,Noida,2024-09,Inactive,5,1831.09
59909004,Indali Master,Haridwar,2023-11,New,15,731.88
79607319,Tanay Prabhakar,Indore,2023-08,New,6,942.14
66742602,Yatan Uppal,Jalna,2023-07,New,14,1981.09
24032469,Liam Khatri,Muzaffarnagar,2023-11,New,14,814.5
65772743,William Kuruvilla,Erode,2024-08,Regular,14,1780.68
15661901,Warda Wagle,Kumbakonam,2024-10,Regular,1,764.57
21866852,Ojas Morar,Guwahati,2023-11,Premium,18,1480.38
79478655,Zilmil Rege,Silchar,2024-08,Regular,9,1845.26
13164195,Fitan Uppal,Durg,2023-11,Premium,17,786.74
38565569,Udarsh Nayar,Anantapuram,2024-03,Premium,5,1765.01
10225164,Siya Parmer,Dehri,2024-09,Inactive,20,491.07
72946405,Ria Kuruvilla,Kulti,2024-02,Premium,6,1287.78
97557157,Priya Karan,Bardhaman,2024-01,Regular,1,800.21
32595806,Radha Bhardwaj,Chandigarh,2024-05,Inactive,19,442.13
53100521,Mitesh Bora,Gandhidham,2024-03,Inactive,3,982.11
59252433,Vincent Raval,Karaikudi,2024-09,Regular,1,990.53
59890331,Raagini Badal,Chennai,2024-11,Premium,16,552.68
95001589,Dayamai Bhasin,Asansol,2024-08,Regular,20,1788.42
53076417,Chaitanya Nayak,Malda,2024-02,Inactive,6,411.27
82286725,Unnati Mishra,Orai,2024-10,Premium,18,1322.85
13383642,Xavier Kashyap,Mumbai,2024-04,Regular,16,1114.11
52215833,Lipika Parmer,Sirsa,2024-09,Regular,5,305.65
67271824,Liam Rama,Salem,2024-09,Inactive,11,1765.06
78903046,Dakshesh Sundaram,Karawal Nagar,2023-04,Regular,7,1371.83
90021871,Pooja Dube,Thiruvananthapuram,2023-08,Regular,2,1907.98
97286925,Omkaar Bedi,Vellore,2023-08,Inactive,20,617.71
6186471,Dominic Koshy,Chittoor,2024-09,New,17,1619.95
5039883,Gavin Garg,Purnia,2023-12,Inactive,15,610.99
90882023,Benjamin Misra,Begusarai,2023-06,Premium,11,1137.49
33295496,Imaran Chaudry,Haldia,2024-01,Premium,14,1136.17
72393904,Amara Mahajan,Mumbai,2024-07,Inactive,8,1920.6
15830066,Rishi Krishnan,Mira-Bhayandar,2024-10,New,19,936.66
93341057,Ayaan Tiwari,Maheshtala,2023-10,Inactive,20,1783.53
64106072,Pratyush Majumdar,Deoghar,2023-04,Inactive,3,1704.43
62742797,Tanvi Dhar,Fatehpur,2023-08,Premium,13,979.11
79591237,Osha Warrior,Thane,2023-12,Premium,6,1695.64
59095971,Jason Wagle,Amroha,2023-09,Inactive,15,311.21
34768050,Ekalinga Dixit,Dhanbad,2023-11,Inactive,17,1358.51
15221182,Charles Munshi,Visakhapatnam,2023-08,Inactive,11,1871.46
66655397,Hemal Grover,Pali,2023-04,New,5,775.85
63971358,Leela Hayre,Mau,2023-06,Regular,2,1159.84
38615653,Xiti Sachdeva,Motihari,2024-03,Regular,8,1501.01
30192942,Darika Raj,Jodhpur,2024-02,Premium,8,1400.72
4444673,Chatresh Patla,Srikakulam,2023-06,New,15,584.69
25850478,Jeevika Taneja,Danapur,2024-04,Inactive,2,679.32
50484778,Hiral Saxena,Kanpur,2024-05,Inactive,2,1495.86
30891209,Azaan Bora,Gudivada,2024-07,New,1,1815.35
91144803,Hemang Singhal,Imphal,2023-09,Regular,16,650.17
79764621,Darpan Sastry,Rajahmundry,2023-05,Premium,5,1830.61
87823209,Hemang Suri,Tadepalligudem,2023-04,Inactive,18,983.94
26432512,Warhi Iyer,Khora ,2023-12,New,18,1092.52
34526570,Falak Edwin,Mysore,2024-07,New,19,847.76
35358395,Hiral Kumar,Dindigul,2023-10,Inactive,12,787.28
20634789,Aarnav Som,Chinsurah,2024-07,New,12,1223.43
11047835,Nathaniel Reddy,Tinsukia,2024-01,Regular,6,573.38
17201639,Vidhi Toor,Korba,2023-05,New,15,1472.23
87718744,Max Pandit,Bathinda,2023-09,Regular,6,863.84
75474920,Ojas Wali,Serampore,2024-10,Regular,18,569.23
57956497,Reva Sahota,Kurnool,2024-10,Inactive,1,460.65
14114543,Vedika Aurora,Muzaffarnagar,2023-03,Inactive,20,659.52
5043760,Chatresh Dara,Davanagere,2023-11,Regular,2,1154.94
66359719,Diya Murty,Nagercoil,2024-05,Regular,2,949.36
32656885,Xiti Sane,Durgapur,2023-08,New,1,309.43
2457734,Onkar Garg,Ahmednagar,2023-05,Premium,12,923.06
9702217,David Doshi,Shahjahanpur,2024-09,New,6,1209.86
55425478,Karan Ramachandran,Surendranagar Dudhrej,2024-07,Inactive,12,1605.51
50781611,Jeremiah Mallick,Nagpur,2023-05,Regular,16,315.86
39150258,Dalaja Choudhury,Gandhinagar,2023-04,Inactive,17,945.82
77035814,Ishaan Mohanty,Bhimavaram,2023-06,Inactive,11,585.35
35459748,Ekbal Dasgupta,Firozabad,2024-01,Inactive,12,288.29
7728356,Vasana Bumb,Raebareli,2024-03,New,10,202.43
75632045,Shivansh Sharaf,Silchar,2023-08,Regular,15,1268.29
40667183,Yatin Setty,Bidar,2024-09,New,19,1815.79
63368244,Jeevika Tara,Danapur,2024-08,New,19,1245.73
16448993,Chakradev Krishnan,Korba,2023-09,Inactive,14,1691.92
3096845,Yashvi Chander,Guntakal,2023-10,New,20,336.81
26863280,Aryan Dewan,Rajkot,2023-11,Inactive,8,301.34
28428852,Libni Dada,Mira-Bhayandar,2023-04,Inactive,7,872.25
37691544,Onkar Devan,Darbhanga,2024-10,Inactive,15,1599.46
70976153,Devansh Nanda,Ahmednagar,2024-03,New,7,1480.3
25287111,Lakshmi Ratti,Thane,2024-02,Inactive,9,581.43
82900175,Avni Som,Baranagar,2023-06,New,17,334.16
93699264,Bakhshi Ghose,Hubli–Dharwad,2023-10,Inactive,17,1846.48
73869823,Nathan Ratti,Mysore,2023-05,Regular,8,1225.49
32293017,Samarth Kapoor,Gudivada,2024-01,Inactive,16,691.29
44030130,Laksh Dalal,Ghaziabad,2024-07,Regular,4,904.08
1200365,Avni Mistry,Thane,2023-06,Regular,1,1170.74
96903782,Tanish Andra,Kakinada,2024-01,Regular,5,504.83
35278126,Harinakshi Arya,Tumkur,2023-12,Premium,12,1956.57
6756256,Ijaya Goel,Bellary,2023-07,Premium,13,1902.9
8073518,Mekhala Pandit,Nellore,2024-01,Premium,16,946.2
76857266,Liam Nadig,Mumbai,2024-06,Premium,17,1514.21
49241309,Pahal Palla,Gurgaon,2024-06,Inactive,11,1340.89
80952275,Kevin Babu,Bongaigaon,2024-07,New,17,1928.27
31576845,Chasmum Raman,Madurai,2023-07,New,12,1389.96
47515046,Guneet Uppal,Jamshedpur,2023-12,New,18,1095.92
98930670,Anjali Raju,Singrauli,2024-06,Regular,6,1092.16
24621386,Maanav Raghavan,Rajahmundry,2023-11,Premium,14,344.08
53399500,Libni Sinha,Kadapa,2024-07,Regular,18,1012.5
52815265,Daniel Bains,Pudukkottai,2024-05,New,10,806.63
61015113,Dalaja Choudhury,Amroha,2023-11,Regular,4,1764.18
63624332,Krisha Zachariah,Rewa,2023-08,Inactive,19,387.57
28286754,Bina Setty,Singrauli,2024-03,Regular,16,1337.18
60835946,Yoshita Sani,Fatehpur,2024-04,Inactive,14,1400.1
59620534,Oeshi Sethi,Ambattur,2024-01,Premium,15,1340.99
820740,Mekhala Sathe,Ambala,2023-11,Premium,1,1385.46
91602727,Rayaan Palla,Indore,2023-08,Inactive,5,1156.54
50848069,Yahvi Golla,Belgaum,2024-03,Inactive,11,586.25
55049973,Nicholas Badami,Srikakulam,2024-03,Regular,16,206.54
12397668,Ojasvi Mahal,Guwahati,2024-05,Premium,13,204.06
61516967,Mohammed Morar,Erode,2024-02,Regular,9,556.81
96853930,Jagvi Varty,Bhopal,2023-07,Premium,16,462.19
91853589,Xavier Wali,Jalna,2024-06,New,5,918.69
7228206,Anmol Koshy,Jalgaon,2023-05,New,15,843.79
41612464,Chatura Sodhi,Bhavnagar,2023-08,Regular,18,874.93
10683250,Manthan Sundaram,Bhagalpur,2024-07,Regular,14,480.47
94078407,Praneel Baria,Uluberia,2024-01,Premium,4,1370.22
26364643,Zehaan Keer,Morena,2024-08,Inactive,9,1086.68
85016568,Rudra Mall,Tinsukia,2024-07,Regular,2,367.12
11153360,Libni Sastry,Amaravati,2024-04,Inactive,20,1575.46
88532418,Ansh Bahl,Gorakhpur,2024-10,New,12,344.66
66023110,Joshua Mishra,Kottayam,2023-11,New,20,1807.56
18229949,William Bora,Danapur,2023-04,Inactive,10,466.33
58873572,Chandran Kale,Nanded,2023-09,Premium,13,1721.61
5001749,Dayamai Chanda,Kota,2023-06,Inactive,3,1623.48
6668498,Bimala Prakash,Ratlam,2024-05,Inactive,11,1413.4
13441874,Hemang Sandal,Berhampur,2023-04,Inactive,2,602.63
52915166,Harita Gulati,Dehri,2024-06,Inactive,18,505.66
41647393,Simon Padmanabhan,Sirsa,2023-11,Inactive,11,1785.8
51945420,Geetika Kalita,Tiruppur,2023-04,Premium,3,412.9
53640286,Quincy Cheema,Mathura,2023-11,Premium,20,1368.38
15599514,Yashodhara Magar,Tezpur,2023-04,Regular,20,1171.07
55552600,Baljiwan Nagar,Gorakhpur,2024-10,Regular,14,1412.54
78439088,Ria Taneja,Ballia,2024-06,Regular,6,1507.04
42947770,Vincent Bahri,Bhalswa Jahangir Pur,2024-09,New,16,1358.53
66252737,Umang Bhavsar,Warangal,2024-09,Premium,15,1188.67
71615827,Yash Contractor,Bulandshahr,2024-03,Premium,3,900.98
15487049,Aadhya Cherian,Motihari,2024-02,New,15,1928.0
85218071,Panini Mani,Hyderabad,2023-04,New,20,1125.33
24456825,Vansha Khurana,Indore,2023-12,Inactive,18,363.12
15043066,Bakhshi Majumdar,Rohtak,2024-02,Inactive,2,1748.41
98246574,Rachita Varty,Chinsurah,2023-03,Premium,15,1904.61
80567870,Andrew Bajaj,Khammam,2024-06,Regular,1,1769.49
92843141,Mekhala Seshadri,Kota,2023-04,Premium,1,502.79
62416456,Diya Chakrabarti,Medininagar,2023-09,Inactive,18,752.91
6245778,Reva Shanker,Guntakal,2024-01,Premium,17,1779.46
80315623,Varenya Banik,Loni,2024-10,New,14,1313.73
46623192,Warinder Sastry,Nizamabad,2024-10,New,6,1970.59
27504517,Rayaan Gupta,Bardhaman,2023-06,New,18,1175.7
22800586,Jacob Lad,Bijapur,2024-06,New,10,1332.02
17287733,Balhaar Chaudhari,Morbi,2024-04,Premium,12,1897.84
87691707,Radha Jha,Miryalaguda,2024-04,Inactive,18,1423.63
8655667,Ayaan Upadhyay,Gwalior,2023-07,Premium,1,456.16
2442235,Pushti Bhattacharyya,Latur,2024-05,Premium,11,661.58
41073776,Urmi Dara,Meerut,2024-03,Premium,8,1366.55
45659330,Jackson Sandal,Gwalior,2024-07,New,19,1364.9
79369660,Bahadurjit Doctor,Purnia,2023-12,Premium,13,1085.69
44269569,Chasmum Natarajan,Agra,2024-06,New,18,812.22
46848302,Praneel Ramesh,Gulbarga,2024-07,Premium,15,1657.96
83034412,Unnati Deol,Jamnagar,2024-04,New,11,1077.88
26912171,Jagat Banerjee,Rampur,2024-06,New,2,386.54
71229024,Manbir Ramesh,Jamalpur,2024-02,New,4,1869.02
20835909,Inaya Ramanathan,Tinsukia,2023-04,Premium,9,713.25
83155219,Yauvani Chanda,Satara,2024-02,Inactive,5,1433.81
80286283,Girindra Kalla,Ahmednagar,2023-10,Regular,8,311.01
30367559,Bhavna Guha,Aligarh,2024-09,Regular,6,1419.6
76082627,Ekalinga Goda,Jehanabad,2024-07,Inactive,4,770.0
41874489,Vrishti Baria,Ahmedabad,2023-04,Regular,2,1944.43
47335806,Pavani Borde,Pimpri-Chinchwad,2024-05,Regular,9,1188.0
59824662,Tanish Jayaraman,Bhilwara,2024-05,Premium,1,741.83
16436359,Yashica Ramesh,Kota,2024-07,New,9,1485.15
45383958,Aachal Mangat,Rewa,2024-10,New,19,482.19
52613657,Kala Ravi,Sultan Pur Majra,2023-03,New,9,470.5
36675827,Xiti Chowdhury,Patiala,2024-10,Inactive,15,1143.03
80800079,Shivani Barad,Bidhannagar,2023-05,Inactive,18,508.84
45066676,Lipika Murthy,Satna,2023-03,Premium,1,1076.85
1060685,Yadavi Rajagopalan,Mango,2024-03,Inactive,4,999.24
87536050,Rushil Raja,Vadodara,2023-04,Regular,18,1857.99
67829645,Akshay Vohra,Jamalpur,2023-11,New,4,711.83
45700473,Omkaar Padmanabhan,Thoothukudi,2023-12,Inactive,12,525.38
90144978,Pooja Lad,Chittoor,2024-07,Regular,3,1017.23
96629258,Liam Joshi,Chandigarh,2023-07,Inactive,14,1462.21
76925460,Tara Narasimhan,Kharagpur,2024-05,Regular,2,1526.55
59190584,Xiti Tata,Vijayawada,2024-05,Premium,6,1175.38
24323106,Faras Edwin,Amaravati,2024-02,Inactive,19,384.21
66354642,Priya Behl,Tenali,2024-03,Premium,7,1153.17
17390673,Raghav Wali,Korba,2024-10,Regular,16,1043.26
80419534,Gunbir Pandey,Sagar,2024-01,Premium,19,993.78
4439806,Balendra Sethi,Mathura,2024-04,New,7,790.59
89811984,Saumya Yadav,Ramgarh,2023-07,Regular,3,1957.67
44223796,Bakhshi Lad,Erode,2023-06,Regular,16,1449.84
88223261,Yoshita Suri,Navi Mumbai,2024-01,Regular,7,532.31
90372221,Rajeshri Hayre,Jabalpur,2023-05,Regular,6,1923.68
87213891,Janani Malhotra,Sonipat,2023-06,New,1,1382.19
45729563,Jagvi Chaudry,Bijapur,2023-08,New,14,725.66
10706516,Charita Srivastava,Miryalaguda,2024-08,Regular,13,1420.97
25526479,Mason Doctor,Hazaribagh,2023-03,Regular,2,391.73
90902199,Faras Dua,Kishanganj,2024-06,Regular,17,707.15
89874335,Mitali Sheth,Raiganj,2023-04,New,15,808.55
27381533,Zayan Guha,Rampur,2023-08,Premium,9,1414.83
50652833,Aarnav Mittal,Belgaum,2024-04,Premium,16,274.21
65391539,Yashica Khurana,Satara,2024-04,New,3,446.4
59517074,Aarav Murty,Ichalkaranji,2023-05,Premium,3,1693.23
66943324,Gavin Karnik,Gorakhpur,2023-08,Premium,19,1013.57
67386193,Wakeeta Khurana,Pali,2024-06,Regular,14,1029.98
96009692,Panini Naik,Bhagalpur,2024-07,Regular,15,1970.23
89986926,Manya Barad,Kota,2024-11,New,18,1235.14
58170168,Urmi Bansal,Sasaram,2023-08,Premium,16,757.56
17392512,Lavanya Bumb,Secunderabad,2024-07,Premium,14,1902.78
10038382,Rajata Balay,Bahraich,2023-08,Inactive,3,339.73
98691989,Dakshesh Lala,Bhavnagar,2024-08,Regular,18,1980.1
14323169,Jai Raj,Firozabad,2023-05,Inactive,20,1651.18
67729191,Arin Grover,Karimnagar,2023-12,New,17,722.69
57063557,Vaishnavi Srinivas,Raurkela Industrial Township,2023-06,Inactive,5,1465.59
83058329,Fariq Arya,Varanasi,2024-07,Inactive,6,248.96
17521263,Tanvi Patla,Serampore,2024-06,Inactive,19,1990.96
37904682,Krisha Shere,Bhimavaram,2024-10,Premium,20,567.65
30447453,Jagrati Lad,Thanjavur,2023-06,Premium,14,389.39
73661993,Elijah Verma,Hajipur,2024-08,Inactive,2,1800.62
97277696,Ijaya Halder,Jamalpur,2023-06,Premium,8,1630.93
27336589,Bishakha Bhargava,Ghaziabad,2023-12,New,11,678.05
66499992,Anirudh Barad,Haridwar,2024-04,Regular,11,927.0
14367270,Ganga Mody,Jabalpur,2024-03,Inactive,16,763.23
30373140,Sai Dhingra,Kishanganj,2024-07,Regular,2,596.71
96171594,Pratyush Tak,Jodhpur,2023-06,Regular,19,385.02
35402531,Eta Gola,Kulti,2023-06,New,11,1808.3
82989313,Finn Ghose,Deoghar,2024-09,Inactive,15,1060.18
93826036,Reyansh Sarma,Hazaribagh,2023-03,Premium,19,1143.97
87444738,Meghana Prabhu,Satna,2023-08,Inactive,9,1435.78
92356639,Girish Lall,Udaipur,2023-07,Inactive,10,261.81
46836361,Champak Nazareth,Bikaner,2023-11,Premium,16,545.22
25770577,Janya Chhabra,Jaipur,2023-07,Regular,17,1095.13
59094034,Ekanta Dass,Nangloi Jat,2023-05,Regular,1,771.9
65543312,Logan Pillay,Mumbai,2024-07,New,4,1209.29
28205701,Vedika D’Alia,Panvel,2024-10,Inactive,10,1286.02
81346291,Yashasvi Acharya,Nizamabad,2023-08,Premium,11,490.48
79764458,Bhavani Kant,Etawah,2023-12,New,3,501.25
42101831,Eshana Dutt,Madhyamgram,2023-09,Inactive,8,212.33
34657654,Vidhi Devi,Ramgarh,2024-06,Inactive,18,1243.18
3730316,Ishanvi Shankar,Berhampore,2023-03,Regular,10,215.72
86479284,Harini Kadakia,Davanagere,2024-10,Premium,9,461.87
81174361,Shivansh Sawhney,Bhopal,2024-07,Inactive,12,223.29
13251137,Ekalinga Vasa,Rampur,2023-05,Premium,2,1633.07
53523251,Yashoda Chauhan,Ranchi,2024-03,New,4,1871.94
84382654,Gaurangi Singh,Pali,2024-10,Inactive,3,540.83
22076522,Chaaya Andra,Hindupur,2024-05,Regular,5,1670.28
26521850,Yatin Varma,Kishanganj,2023-06,New,10,215.87
12277039,Manthan Trivedi,Unnao,2023-09,Regular,1,1422.63
39153585,Rishi Sur,Tirunelveli,2024-03,Premium,9,1851.83
99231937,William Banerjee,Secunderabad,2023-08,Regular,16,1757.01
49970560,Pallavi Rao,Guwahati,2023-10,Regular,15,1587.05
68985290,Jack Memon,Ujjain,2023-12,Premium,17,1779.1
48000260,Dakshesh Jhaveri,Bulandshahr,2023-09,Inactive,18,592.51
2136830,Bhavya Goswami,Bidhannagar,2023-09,New,4,485.78
44426129,Aahana Gopal,Vasai-Virar,2023-09,Regular,10,591.55
57081965,Daksha Mutti,Patna,2024-10,Regular,7,897.32
34156884,Rachita Lal,Kolkata,2023-06,Regular,14,877.65
27694927,Vedant Chandra,Nagpur,2024-06,Premium,8,267.32
16230299,Urvi Koshy,Pune,2024-08,Regular,4,1776.71
99424244,Bhavini Mander,Mumbai,2024-03,Premium,15,379.8
3893903,Bimala Sura,Bathinda,2023-03,New,20,1922.71
42989999,Ishwar Munshi,Mahbubnagar,2024-03,New,2,247.46
16617201,Ekaraj Bhandari,Hosur,2024-01,New,8,355.17
46615831,Wishi Chada,Raurkela Industrial Township,2024-05,Inactive,4,855.3
55286608,Ekaraj Shan,Kozhikode,2024-04,New,11,374.96
79789048,Saumya Bassi,Ozhukarai,2023-11,Regular,17,771.05
92885616,Noah Dey,Delhi,2024-02,Inactive,13,285.81
8375298,Yahvi Vora,Begusarai,2023-06,Premium,5,443.91
75560116,Indali Sehgal,Karaikudi,2024-10,Regular,3,708.22
81462774,Ishaan Sarkar,Junagadh,2024-03,Regular,12,1895.04
89784343,Radhika Kaul,Dibrugarh,2024-04,Premium,11,673.6
38355752,Udyati Shenoy,Panvel,2023-10,Premium,20,336.21
39976965,Dayamai Sawhney,Pimpri-Chinchwad,2024-05,Regular,13,714.17
33280073,Yuvraj Lad,Tadepalligudem,2023-07,Inactive,17,1537.47
46594066,Ishaan Lad,Giridih,2024-07,Premium,7,519.46
90298394,Urvashi Oak,Bhilwara,2023-04,Regular,1,1947.79
42465414,Ria Mallick,Kadapa,2024-01,Regular,17,1898.12
13850004,Umang Ramakrishnan,Kozhikode,2023-12,Premium,15,1129.76
55060796,Lopa Barman,Satara,2024-07,New,5,1299.25
25829710,Saumya Chhabra,Faridabad,2024-01,New,4,1894.32
53782978,Laban Baria,Junagadh,2024-08,New,10,1390.84
76441843,Neelima Chander,Gulbarga,2023-05,New,10,1437.54
4543215,Farhan Soni,Satna,2023-10,Premium,6,526.7
86444757,Zaitra Walia,Jabalpur,2023-05,New,10,1212.75
22161071,Arunima Deol,Jalna,2023-06,New,7,1582.43
66310963,Farhan Khare,Dewas,2023-05,Inactive,6,1289.52
57340963,Wridesh Kothari,Proddatur,2024-02,Regular,2,230.19
49147776,Meghana Khanna,Panvel,2024-07,Inactive,5,1115.7
90743791,Vidhi Saxena,Morbi,2023-04,Inactive,5,1871.81
54222320,Edhitha Kakar,Pali,2023-07,Regular,19,295.18
6184558,Gaurang Grewal,Tezpur,2023-06,Regular,1,1352.97
46989310,Atharv Sharaf,Hindupur,2024-10,Regular,17,577.75
35420673,Anika Agrawal,Chennai,2023-10,Premium,19,501.98
9450435,Sai Chaudhry,Bellary,2023-11,Regular,1,1567.76
34853377,William Dutta,Nanded,2023-06,Premium,8,732.53
91384030,Gaurika Sheth,Arrah,2023-12,Premium,11,1621.1
84641682,Anthony Natt,Bhilai,2024-09,Inactive,16,909.95
97259564,Watika Narayanan,Khammam,2024-02,Premium,6,1047.69
88553721,Vritti Mangat,Kadapa,2023-09,Regular,6,984.13
59518795,Wazir Sandal,Jodhpur,2023-11,New,16,947.51
81533356,Gauri Lala,Tiruppur,2024-01,Premium,14,674.3
12469338,Lavanya Dani,Coimbatore,2024-01,Inactive,2,1896.89
60561655,Rohan Palla,Nashik,2023-12,Regular,3,378.17
9105829,David Gopal,Begusarai,2023-07,Regular,11,1350.06
33034249,Lavanya Hari,Bhind,2024-10,Inactive,5,861.55
69632084,Max Sandal,Etawah,2024-04,Premium,17,1400.31
69516494,Veda Chad,Kanpur,2024-09,Regular,12,1291.92
87120918,Wyatt Basak,Malda,2024-04,Inactive,10,1017.63
25665997,Barkha Sodhi,Muzaffarnagar,2024-08,Regular,3,1188.16
48778633,Sarthak Chaudhari,Pimpri-Chinchwad,2023-12,New,14,609.63
89617089,Kamala Apte,Bidhannagar,2024-04,New,9,541.33
61877649,Yuvraj Roy,Nagaon,2023-10,Premium,12,1739.04
46185579,Vidhi Pillai,Siliguri,2024-08,Premium,3,1874.34
8734819,Balveer Verma,Surendranagar Dudhrej,2023-11,New,13,1466.9
46208150,Watika Bedi,Meerut,2024-02,New,3,1283.1
13189939,Ishanvi Raman,Bhopal,2024-05,Inactive,17,1906.92
93318833,Jagat Sridhar,Indore,2024-01,New,19,490.94
75640174,Advik Bhakta,Akola,2024-07,Premium,2,1380.54
69415494,Yashvi Iyer,Rajkot,2023-03,New,9,706.67
58505903,Harinakshi Sibal,Kottayam,2024-01,New,18,1079.81
90184276,Vasudha Brar,Kurnool,2024-02,Inactive,1,580.47
5226128,Wridesh Mander,Bhimavaram,2024-03,New,10,1049.1
99347871,Robert Kashyap,Muzaffarnagar,2023-12,Regular,3,1535.03
57081917,Nidra Choudhary,Howrah,2023-12,Inactive,6,1378.87
18791381,Avni Gera,Jamalpur,2024-03,Premium,1,1206.26
94979163,Warda Sarin,Kanpur,2024-05,New,7,1146.5
81822935,Dhruv Ganguly,Nanded,2023-08,Regular,18,1808.94
63310076,Chavvi Jani,Etawah,2024-05,Regular,17,1123.43
80862136,Pallavi Seth,Ambattur,2024-03,Premium,16,393.28
64316806,Yadavi Bhagat,Karnal,2024-07,Regular,2,836.58
37183511,Neel Minhas,Gopalpur,2024-07,New,13,1855.04
52085702,Irya Soni,Fatehpur,2023-09,New,8,801.83
16376189,Samaksh Srivastava,Chapra,2024-02,Premium,10,271.53
17132416,Diya Tak,Solapur,2024-01,Regular,20,644.85
66440188,Ira Radhakrishnan,Haldia,2023-08,Premium,9,1976.52
10700664,Rehaan Tara,Raebareli,2024-10,Regular,5,1535.01
12769552,Chameli Ranganathan,Ratlam,2023-05,Regular,10,1316.09
89142848,Vasudha Jain,Rajkot,2024-01,New,11,1459.23
32006907,Mohammed Din,Guwahati,2023-09,Regular,13,879.66
85072416,Brinda Sekhon,Loni,2024-01,New,20,467.12
23755474,Jhalak Rajagopal,Jodhpur,2024-09,Premium,9,854.81
26752630,Nakul Gade,Delhi,2024-09,Inactive,5,1340.67
59353207,Aayush Oza,Khammam,2023-05,Inactive,2,1618.52
12090436,Tripti Yogi,Asansol,2023-03,Regular,18,1307.52
97419742,Wishi Doshi,Adoni,2023-10,Inactive,7,1663.04
99772709,Xiti Jaggi,Tadepalligudem,2023-09,Regular,11,1905.19
88667557,Gunbir Anand,Chennai,2024-04,New,10,792.85
4394659,Xalak Goel,Pune,2023-08,New,7,291.77
52757321,Hritik Narain,Bulandshahr,2024-04,New,11,1059.22
19275474,Girik Hora,Lucknow,2024-10,New,14,698.12
55404382,Isaiah Issac,Guntakal,2023-09,Premium,19,950.79
70084516,Ishaan Baria,Pallavaram,2024-03,New,11,486.51
29265216,Samuel Buch,Bidar,2024-04,New,3,609.49
16785724,Indali Majumdar,Vellore,2023-08,Regular,16,1768.52
14272050,Rajata Misra,Satna,2023-11,New,7,662.99
95736310,Bishakha Vora,Morbi,2024-01,Premium,11,1954.12
14079305,Jeevika Narain,Warangal,2024-09,Premium,17,567.1
71189232,Darsh Bedi,New Delhi,2024-06,Inactive,14,1754.14
61486140,Jeremiah Chand,Amritsar,2023-12,Inactive,15,1967.78
76008165,Hemangini Mutti,Katihar,2024-02,Premium,6,1724.44
63060947,Kamala Bobal,Hindupur,2024-06,New,18,1884.15
25706121,Baghyawati Toor,Srinagar,2024-03,Premium,12,1453.68
55803572,Champak Palla,Rewa,2023-03,Premium,17,1237.96
38133873,Rehaan Borde,Khammam,2024-04,Premium,10,770.71
73735548,Ishanvi Bala,Haldia,2023-06,Premium,7,554.65
12778027,Eshana Prabhu,New Delhi,2023-05,New,9,1513.18
42781544,Isaiah Sankar,Faridabad,2023-12,New,1,1248.16
78725001,David Thaker,Machilipatnam,2024-11,Regular,15,1105.15
20254516,Tanveer Samra,Nandyal,2024-07,Inactive,18,1536.88
97928781,Dhriti Om,Gaya,2024-05,Inactive,2,1278.88
3875480,Harshil Mital,Berhampur,2024-05,Inactive,8,1863.49
27416314,Anika Hari,Kanpur,2024-03,Inactive,3,820.6
77214094,Raksha Walla,Khammam,2023-07,New,6,1957.35
77661491,Jyoti Srinivas,Hosur,2024-06,New,20,1628.56
10285414,Meera Nigam,Shimla,2023-07,Inactive,18,993.5
8205155,Vrishti Din,Sagar,2023-08,New,3,305.85
29361038,Idika Gade,Aurangabad,2023-08,New,19,282.0
6319646,Rehaan Suresh,Udupi,2024-02,Regular,9,518.17
22738465,Gabriel Oak,Narasaraopet,2023-07,Inactive,16,1903.09
37947202,Eta Srinivasan,Nandyal,2024-01,Regular,3,259.96
93284515,Tejas Mahal,Mumbai,2023-12,New,2,1324.95
84161531,Raagini Verma,Rohtak,2024-07,Premium,19,1681.88
22293666,Gopal Kumar,Saharsa,2023-04,New,2,1671.53
15236510,Pooja Prasad,Serampore,2023-12,New,11,937.26
34787383,Ekbal Talwar,Anantapur,2024-10,Premium,17,292.41
18954314,Ladli Nagarajan,Mau,2024-10,Inactive,6,1781.37
20298398,Urvi Bali,Ahmednagar,2023-12,New,1,1049.6
33617546,Harrison Edwin,Bhopal,2024-09,New,12,239.2
76359458,Yahvi Sule,Hosur,2023-07,New,2,1638.08
96640716,Yatan Varughese,Sikar,2024-10,New,16,462.66
